cluster_id	n_words	words
464	11	स्कुलबाट स्टारकिड स्टारशिप स्तरबाट स्तुतिबाट स्थलगत स्थलबाट स्थानबाट स्थितिबाट स्नानबाट स्रोतबाट
465	11	धर्मगुरु धर्मगुरू धर्मतिर धर्मनदी धर्मपानी धर्मपुर धर्मबारे धर्मभिरू धर्मशाला धर्महरू धर्साहरू
466	11	समाचारहरूमा समारोहहरूमा समुदायहरूको समुदायहरूमा समुदायहरूले सरकारहरूको सरकारहरूले सरदारहरूले सर्जकहरूको सर्जकहरूले सुनुवारहरूले
467	11	उडकक उत्सवको उत्सवमा उत्सुकता उदयको उपकथा उपजको उपविधा उपायको उपियाँको उपियाँमा
468	10	गँइ गइ गई गए गएँ गाइ गाई गाउँ गाए गाएँ
469	10	विश्वकपका विश्वकपको विश्वकपमा विश्वकर्मा विश्वकोशमा विश्वनाथको विश्वभरका विश्वभरमा विश्वभरिका विश्वभरिमा
470	10	मस्कट मस्किन मस्जित मस्जिद मुल्तान मुस्कान मुस्किल मुस्ताङ मुस्ताङ् मोस्कस
471	10	आगालाई आजलाई आटालाई आठराई आदिलाई आफुलाई आफूलाई आफैँलाई आमालाई आमैलाई
472	10	जर्के जर्ज जर्जी जर्सी जिर्ण जीर्ण जुर्न जोर्ज जोर्डी जोर्नी
473	10	९२४ ९२५ ९२८ ९३२ ९३४ ९३५ ९३७ ९३८ ९४० ९५०
474	10	भुटानका भुटानको भुटानमा भुटानले भुषालले भुसालको भुसालले भूगोलले भूटानको भूटानले
475	10	एकपट्टि एकपल्ट एकभन्दा एकमुष्ट एकमुस्ट एकापट्टि एकापट्टी एकैपल्ट एडमन्ड ६१
476	10	२०१३को २०१३मा २०१७मा २०३५मा २०६४ २०६५ २०६६ २०६७ २०६८ २०७०
477	10	ठकुरी ठहर ठाकरे ठाकुर ठेकारा ठेकीमा ठेगाना ठेलीमा ठोकिने ठोकेर
478	10	एकएक एकाइका एकाइको एकाईको एचआर एचएन एनएम एफएम एमएमा एसआर
479	10	क्षेत्रपाटीमा क्षेत्रफलको क्षेत्रफलमा क्षेत्रबाहिर क्षेत्रबाहेक क्षेत्रहरूका क्षेत्रहरूको क्षेत्रहरूमा क्षेत्रिहरूको क्षेत्रीहरूको
480	10	आकण्ठ आनन्द आनन्दै आपत्ति आफन्त आबद्ध आमुन्ने आरान्ते आवद्ध आसन्न
481	10	एकल एकोल एगोन एडेन एपल एफिल एबेल एलन एलिन एलेन
482	10	अति अदी अनि अनी अपी अब अबु अलि अली अलौ
483	10	शनिलाई शवलाई शाखालाई शाहलाई शिरलाई शिलालाई शिलालेख शिवलाई शैलीलाई शोभालाई
484	10	डङ्का डम्फु डम्बा डम्म डाम्बा डिङ्गो डिम्जो डिम्ब डुङ्गा डेङ्गु
485	10	पक्षहरूलाई पत्रकारमाझ पत्रकारलाई पत्रहरूलाई पाण्डहरूलाई पात्रहरूबीच पात्रहरूलाई पितृहरूबाट पितृहरूलाई पुत्रहरूलाई
486	10	एरियाका एरियाको एशियाका एशियामा एशियाली एसियाका एसियाकै एसियाको एसियामा एसियाली
487	10	स्कप स्केच स्टप स्टब स्टाफ स्टिभ स्टेज स्टेट स्टेप स्तूप
488	10	टारहरूमा टार्टरिक टिभिहरूमा टिभीहरूमा टिमहरूका टिमहरूको टिमहरूले टीकाहरूमा टेरिटरीको टोलीहरूको
489	10	कृपाबाट कृयाशील क्रियाफल क्रियाबाट क्रियाशील क्रियासित क्लबबाट क्षणभेद क्षमादान क्षमाबाट
490	10	हतियारका हतियारको हरियानाको हरियानामा हरियोनीलो हानिकारक हिलियमको हिलियममा हैसियतको हैसियतमा
491	10	स्टार्च स्टुर्ड स्पर्धा स्पर्श स्पार्टा स्फूर्ति स्मार्ट स्मार्त स्वार्थ स्वार्थी
492	10	मलाई मिठाई मिलाई मिलाऊँ मिलाए मिसाई मेटाई मोटाइ मोटाई मोलाइ
493	10	हटाइनेछ हटाउनका हटाउनको हटाउनमा हराउनमा हलिउडका हलिउडको हलिउडमा हलिउडले हल्विनको
494	10	धर्नाहरूको धर्मगुरुको धर्मगुरूले धर्मदासको धर्मदासले धर्मपुरको धर्मशालामा धर्महरूका धर्महरूको धर्महरूमा
495	10	मसानघाट मसालबाट महलबाट महिनाबाट मिसनबाट मुकामबाट मुहानबाट मैदानबाट मैनालीबाट मोहोडाबाट
496	10	पर्वका पर्वको पर्वमा पर्वले पार्वती पूर्वक पूर्वका पूर्वको पूर्वमा पूर्वमै
497	10	विकासलाई विचारलाई विजेतालाई विदेशीलाई विधानलाई विभागलाई विमानलाई विवादलाई विषयलाई विहारलाई
498	10	तँलाई तताई तनाउ तपाईँ तराई तलाई तलाउ तिहाइ तिहाई तीलाई
499	10	उपभोक्ता उपभोग्य उपयुक्त उपरान्त उपरोक्त उपलब्ध उपलब्धि उपलब्धी उपलव्ध उपसन्न
500	10	मताधिकारको महानगरको महानगरीय महानवमीका महानायकले महासचिवको महासागरको महासागरमा महासागरले महासागरीय
501	10	पण्डितद्वारा पद्धतिद्वारा पिंडालीद्वारा प्रणालीद्वारा प्रधानद्वारा प्रभातद्वारा प्रयोगद्वारा प्रवेशद्वार प्रसादद्वारा प्रहरीद्वारा
502	10	डाँठमा डाँडाँमा डाँडामा डाँडोमा डाटामा डालीमा डिकोमा डिलमा डेरामा डोजोमा
503	10	प्रचन्डताका प्रबन्धकको प्रबन्धकले प्रबन्धनको प्रमण्डलको प्रमण्डलीय प्रशंसनीय प्रशङ्सनिय प्रशान्तदेखि प्रसन्नतामा
504	10	उत्साहजनक उदघाटनका उदघाटनमा उदहारणको उदाहरणका उदाहरणको उदाहरणमा उदाहरणीय उपकरणमा उपकरणले
505	10	निर्दलियता निर्देशकका निर्देशकको निर्देशकले निर्देशनको निर्देशनमा निर्धारणको निर्भरताका निर्भरताले निर्मलीडाँडा
506	10	तनावहरूको तर्कहरूका तर्कहरूको तामाङहरूको तामाङहरूले तिर्थहरूको तीर्थहरूको तीर्थहरूमा तुर्कहरूका तोरणहरूको
507	10	निष्काम निष्ठामा निस्कँदा निस्कँदै निस्कनु निस्कने निस्कला निस्केका निस्केको निस्केर
508	10	यसलाई यसैलाई यहाँलाई यिनलाई यिनीलाई युएइलाई युगलाई युवालाई योगलाई योनिलाई
509	10	तकनिकी तटदेखि तबदेखि तबलाका तबलाको तमलुक तमसुक तमिलको तिनताका तिमीलाको
510	10	लखनपुर लाखेनाचको लाभदायक लेखनकला लेखनबारे लेखनाथको लेखनाथले लेखरचना लोकगायक लोकनायक
511	10	काँइली काइँला काइँली काइला काउली काउलो कुइने कोअली कोइला कोइली
512	10	अंशहरूमा अङ्गहरूको अङ्गहरूमा अड्डाहरूमा अण्डकोषको अण्डाहरूमा अन्धकारको अन्धकारमा अन्नबालीको अन्नहरूको
513	10	टयाक्सी टयाम्को ट्याक्सी ट्याग्ड ट्याङ्क ट्याङ्का ट्याङ्की ट्याम्के ट्याम्को ट्याम्बो
514	10	चन्दन चप्पल चम्कन चित्तल चित्रण चित्रित चिन्तन चिन्तित चिम्तन चुम्बन
515	10	टकिङ टिकट टिगन टिपन टिपोट टिबेट टेकन टेकेर् टेबल टोकिन
516	10	गरेकाहरूले गर्नेहरुका गर्नेहरुको गर्नेहरूको गर्नेहरूमा गर्नेहरूले गर्महरूमा गर्मिहरूको गल्लीहरूमा गुरुङहरूमा
517	10	क्याटेगोरी क्याथोलिक क्यानडाको क्यानडामा क्यानबरा क्यानाडाको क्यानाडामा क्यानेडाली क्यामेराको क्यालोरीको
518	9	फाइटर फाइदाका फाइदाको फाइबर फाइभको फाइभमा फाइलको फाइलमा फोइलको
519	9	पाइन्छ पाइन्छ्न् पाइन्ट पाइन्न पाइन्स पाईन्छ पाउण्ड पाउन्ड पोइन्ट
520	9	अजिर्ण अजीर्ण अथर्स अधर्म अनर्थ अनर्स अनार्य अपूर्ण अमूर्त
521	9	खटलाई खानलाई खानालाई खानीलाई खानेलाई खुसीलाई खेतलाई खेललाई खोजीलाई
522	9	डबल डिजल डिपिन डेनिस डेभन डेभिड डेभिल डेभिस डेभोन
523	9	विल्सनको विष्फोटक विस्तारको विस्तारमा विस्तारले विस्फोटक विस्फोटका विस्फोटको विस्फोटमा
524	9	विज्ञानहरूका विज्ञानहरूमा विद्धानहरूको विद्धानहरूले विद्यालहरूमा विद्रोहहरूको विद्वानहरूका विद्वानहरूको विद्वानहरूले
525	9	ज्ञाताले ज्याकले ज्यापुनी ज्यापुले ज्यापूले ज्यामिति ज्यामिरे ज्यामीर ज्यामीले
526	9	क्यान्टिनको क्यान्टिनमा क्यान्सरका क्यान्सरको क्यान्सरले क्याप्टेनको क्याप्टेनले क्याम्पसको क्याम्पसमा
527	9	शान्त शान्ता शान्ति शान्ती शिन्तो शुद्ध शुद्धा शुद्धि ०
528	9	पदपूर्ति पदमार्ग परमर्दी परवर्ती परामर्श परिपूर्ण परिपूर्ति पारदर्शी पासवर्ड
529	9	घटबढ घरबाट घाँटीबाट घाँसपात घाटबाट घाटाबाट घाटीबाट घानाबाट घामबाट
530	9	अकूत अगाध अगेन अचेत अचेल अडेस अतीत अधीन अरेस
531	9	न ना नि नि? ने नै नैँ नो नौ
532	9	कानभित्र काममात्र कालखण्ड कालछिद्र कालीकण्ठ कालीखुट्टे कालोकण्ठे कालोकल्की कोठाभित्र
533	9	टंक टक्क टुक्क टुक्रा टुङ्गा टुङ्गो टुङ्ना टोक्छ टोङ्क
534	9	प्रकृतिका प्रकृतिको प्रकृतिमा प्रकृतिले प्रवृतिका प्रवृतिमा प्रवृतिले प्राकृतमा प्राकृतिक
535	9	इजरायली इजलासका इजलासले इतिहासका इतिहासको इतिहासमा इतिहासमै इतिहासले इदगाहमा
536	9	चरणहरूको चरणहरूमा चालकहरूका चिनियाँहरूका चुनावहरूका चुनावहरूको चुनावहरूमा चुनौतीहरूको चौरजहरीको
537	9	जनाएका जनाएको जमाएका जमाएको जलाइयो जिताइयो जिताएको जुलाईका जुलाईमा
538	9	भागहरूबाट भागहरूसँग भावहरूलाई भाषाशैलीलाई भाषाहरूलाई भाषाहरूसँग भुजाहरूबाट भुजाहरूलाई भोकमरीबाट
539	9	पक्षहरु पक्षहरू पक्षिहरू पर्वहरू पाइलाहरू पाउनेहरू पात्रहरू पान्नाहरू पितृहरू
540	9	उधौँली उधौली उनले उनीले उनैले उभौँली उभौली उसले उसैले
541	9	खण्डन खण्डित खान्छन् खान्थिन् खिच्छन् खेल्छन् खेल्छिन् खोज्छन् खोल्छन्
542	9	अन्टार्कटिक अन्टार्कटिका अन्तर्कलह अन्तर्गतका अन्तर्गतको अन्तर्गतमा अन्तर्दशामा अन्तर्देशीय अन्तर्मनको
543	9	भक्तजनको भक्तजनले भक्तपुरका भक्तपुरको भक्तपुरमा भक्तहरूको भक्तहरूले भक्तिरसले भद्रपुरमा
544	9	ढकनी ढकने ढकमा ढकारी ढाँचामा ढाडमा ढिकामा ढोकामा ढोकैमा
545	9	ढाँक ढाँका ढाँचा ढाक ढाका ढाकी ढाकु ढिकी ढोका
546	9	१२००तिर १२१२ १९०८मा १९१४ १९१६ १९२२ १९२३ १९६० १९८०
547	9	पआ पाँए पाइ पाई पाउ पाउँ पाऊँ पाए पाएँ
548	9	संस्कृतका संस्कृतकै संस्कृतको संस्कृतमा संस्कृतिका संस्कृतिको संस्कृतिमा संस्कृतिले सांस्कृतिक
549	9	अमरोहा अमलाकै अमलाको अमेरिका अमेरिकी अमेरीका अहिलेका अहिलेकै अहिलेको
550	9	छाउने छाउमा छाएको छेउका छेउको छेउमा छेऊमा छोएको छोएमा
551	9	२००२मा २००३मा २००७को २००९मा २०१०को २०१०मा २०१३ २०१७ २०३०को
552	9	कङ्ग्रेसका कङ्ग्रेसको कङ्ग्रेसमा कङ्ग्रेसले काङ्ग्रेसका काङ्ग्रेसको काङ्ग्रेसमा काङ्ग्रेसमै काङ्ग्रेसले
553	9	सतर्क सपार्ने सपोर्ट समर्थ सहर्ष सुधार्दै सुधार्न सुधार्ने सुहार्तो
554	9	युरोपको युरोपमा युरोपले युरोपिय युरोपीय युरोपेली यूरेकाको यूरोपीय यूरोपेली
555	9	दिवसहरूमा दुकानहरूमा देवताहरूका देवताहरूको देवताहरूले देवनागरीको देवनागरीमा देवलहरूका देवलहरूमा
556	9	दरबन्दी दरवन्दी दशाभित्र दिनभन्दा दिनभित्र दिनभित्रै दियोबन्दी देशभक्त देशभित्र
557	9	पकाउनको पखालिएको पखाल्नको पचाउनमा पठाइनुको पठाउनका पिछडिएका पिछडिएको पुगाउनका
558	9	त्यह त्यहा त्यहाँ त्यहि त्यहिँ त्यही त्यहीँ त्यागी त्यागे
559	9	१२०७ १२१० १९०२ १९०३ १९०७ १९०९ १९१० १९२० १९३०
560	9	स्टेजोनमा स्टेनरले स्टेशनको स्टेसनको स्टेसनमा स्टेसनले स्थापनाका स्थापनाको स्थापनामा
561	9	अदालतहरू अपडेडहरू अपराधहरू अपराधीहरू अभिनेताहरू अभिलेखहरू अभिलेखागार अवतारहरू अवरोधहरू
562	9	कपडादेखि कहिलेकाँहि कहिलेकाँही कहिलेकाहिँ कहिलेकाही कहिलेकाहीँ कहिलेदेखि कुबाचादेखि केचनादेखि
563	9	सजिलैसँग सजिलैसित सजिलोसँग सडकसँग सतहसँग सपनासँग समाजसँग समूहसँग सहरसँग
564	9	फर्काउँदा फर्काउने फर्काएका फर्काएर फर्किएका फर्किएकी फर्किएको फर्किएन फर्किएर
565	9	लडनलाई ललितालाई लसनलाई लहरलाई लहरोलाई लादेनलाई लेखकलाई लेखनलाई लैजानलाई
566	9	खर्क खर्के खर्च खर्चे खर्ना खर्ब खार्ता खार्मी खिर्रो
567	9	जनताहरूलाई जनताहरूसँग जवानहरूलाई जहाजहरूलाई जापानीहरूलाई जिल्लाहरूबाट जिल्लाहरूसँग जीवाणुहरूबाट जीवाणुहरूलाई
568	9	धरहराको धरातलको धरातलीय धरोहरका धरोहरको धाराहरूको धाराहरूमा धेरायतको धेरैपटक
569	9	धनराज धनलाई धनलाभ धनीलाई धनीलाल धातुलाई धामीलाई धारलाई धेरैलाई
570	9	महापुराणका महापुरुषको महापुरूषको महाभारतका महाभारतकी महाभारतको महाभारतमा महामारीदेखि माहाभारतको
571	9	वृक्ष वृत्त वृत्ति वृद्घा वृद्ध वृद्धा वृद्धि वृद्धी वृष्टि
572	9	चट्टानको चट्टानमा चिन्तनको चिस्यानको चुम्बकको चुम्बकत्व चुम्बकिय चुम्बकीय चुम्बनका
573	9	प्रजालाई प्रथालाई प्रभुलाई प्राणलाई प्राणीलाई प्रियराज प्रेमराज प्रेमलाई प्लुटोलाई
574	9	दाइनीको दाउराका दाउराको दाउरेको दिउँसोको दिउसोको दिक्षाको देउताका देउताको
575	9	अतितलाई अतिथिलाई अनाजलाई अनेकलाई अभावलाई अर्कालाइ अर्कालाई अर्थलाई असमलाई
576	8	टन टान टिल टेट टेड टेन टेल टोल
577	8	शताब्दको शताब्दिको शताब्दिमा शताब्दीका शताब्दीको शताब्दीमा शताव्दीको शताव्दीय
578	8	प्रबलता प्रविणता प्रविधिका प्रविधिको प्रविधिमा प्रविधिले प्राचीनता प्राविधिक
579	8	गर्टिनको गर्टिनले गर्तौलाले गर्दथियो गर्दनमा गर्दैनथे गर्दैरहे गर्नुभयो
580	8	सतहदेखि समयदेखि समयपछि समयसँगै समेटेपछि सहरदेखि सागरदेखि सेगनदेखि
581	8	ब्रह्मका ब्रह्मको ब्रह्माको ब्रह्माजी ब्रह्माले ब्राइटर ब्राउनको ब्राउनले
582	8	यकिन यमन यहीं यापन युगल युगीन योजन यौवन
583	8	मंगलमय मङ्गलधनु मङ्गलबार मङ्गलमय मङ्गलवार मङ्गोलियाका मङ्गोलियामा मङ्गोलियाली
584	8	या यि यी यु यू ये यै यो
585	8	एनिमा एमिनो एरिना एरिया एरेना एलेना एशिया एसिया
586	8	तत्त्वहरुको तत्त्वहरुले तत्त्वहरूको तत्त्वहरूमा तथ्यहरूका तथ्यहरूको तपाईँहरूको तपाईँहरूले
587	8	१२७३ १३५१ १९५१ १९६६मा १९७१ १९७२ १९७३ १९७८
588	8	खदानहरूमा खनिजहरूको खनिजहरूले खिलाडीहरूमा खेलाड़ीहरूको खेलाडीहरुको खेलाडीहरूको खेलाडीहरूले
589	8	वक्रको वाक्यका वाक्यको वाक्यमा वाक्यले विद्याको वैद्यको वैश्यले
590	8	आकर्षक आचार्यकै आचार्यको आचार्यले आदर्शमा आयर्सका आयर्सको आयर्समा
591	8	ल ला लि ली लू ले लो लौ
592	8	यमहरूलाई यहाँहरूलाई यिनिहरूलाई यिनीहरूबाट यिनीहरूलाई युवाहरूबाट युवाहरूलाई योगहरूबाट
593	8	समर्थकका समर्थनका समर्थनको समर्थनमा समर्थनले समर्पणका समर्पणको समर्पणले
594	8	स्टिफन स्टीफन स्टेफन स्टेशन स्टेसन स्टेसन् स्पेशल स्पेसल
595	8	उपभोगका उपभोगको उपयोगका उपयोगको उपयोगमा उपयोगले उपयोगिता उपायोगिता
596	8	थपिएका थपिएको थापिएको थालिएको थिचिएका थिचिएको थुनिएका थुनिएको
597	8	हस्तकला हस्तिचौर हस्तिहरू हस्तीहरू हिँड्नेहरू हिन्दुहरू हिन्दूपना हिन्दूहरू
598	8	बाई बाए बिइ बिउ बिऊ बिए बीउ बीए
599	8	कप कफ कब काप केप केभ कैप कोप
600	8	नक्शाको नक्शामा नक्साको नक्सामा नक्साले निक्लेका निक्लेको नोक्सानी
601	8	ज जा जाँ जी जे जो जौ जौँ
602	8	वरीयताहरू विकासकहरू विकिरणहरू विचारकहरू विधायकहरू विधेयकहरू विवरणहरू विशेषताहरू
603	8	चित्रकथा चित्रकला चित्रकार चित्रकारी चित्रहरू चिन्ताहरू चिन्हहरू चिह्नहरू
604	8	परग्रही पराक्रम पराक्रमी परिक्रमा परिश्रम परीक्षाका परीक्षाको परीक्षामा
605	8	आगोबाट आजबाट आजैबाट आदिबाट आधाबाट आफूबाट आमाबाट आयुबाट
606	8	ढङ्गका ढङ्गको ढङ्गले ढुङ्गाका ढुङ्गाको ढुङ्गाना ढुङ्गामा ढुङ्गाले
607	8	साइतलाई स्कुललाई स्तरलाई स्थललाई स्थानलाई स्थितलाई स्थितिलाई स्याललाई
608	8	माइती माइला माइली माईती माईले माउरी माओले मेइजी
609	8	त्यत्ति त्यत्रै त्यत्रो त्यस्का त्यस्ता त्यस्तै त्यस्तो त्यस्मा
610	8	अक्सिजनका अक्सिजनको अग्रवनका अध्ययनका अध्ययनको अध्ययनमा अध्ययनमै अध्ययनले
611	8	आउँदैछ आउँदैन आउटको आउनका आउनाको आउनेको आउनेछ आउनेछु
612	8	बजेदेखि बढिबढि बनेपछि बलिपछि बसेपछि बितेपछि बेलादेखि बोलेपछि
613	8	जिल्लाका जिल्लाकै जिल्लाको जिल्लामा जिल्लामै जिल्लाले जिल्लुर जील्लाको
614	8	मात्राहरूको मान्छेहरूका मान्छेहरूको मान्छेहरूले मान्नेहरूका मित्रहरूको मित्रहरूले मूल्यहरूका
615	8	विकिपिडियाको विकिपिडियामा विकिपीडियाका विकिपीडियाको विकिपीडियामा विकिपीडियाले विकिमीडियाको विकिमीडियामा
616	8	रचनालाई रहनेलाई रावणलाई रिजाललाई रिमाललाई रेवतीलाई रोशनीलाई रोहनलाई
617	8	महाकाव्य महानन्द महानन्दा महाबौद्ध महाशक्ति महाशाक्य महासन्त महासन्धि
618	8	जटिलताहरू जडिबुटीहरू जनजातिहरू जनावरहरू जलधाराहरू जातजातिहरू जानकारीहरू जानवरहरू
619	8	उपनगरहरूका उपनगरहरूमा उपनिवेशहरूको उपनिवेशहरूमा उपनिवेशहरूले उपनिवेसहरूका उपनिवेसहरूको उपनिवेसहरूमा
620	8	वटालाई वधुलाई वनलाई वहाँलाई वादीलाई विकिलाई विकीलाई विश्वलाई
621	8	दमकबाट दमनबाट दमौलीबाट दशकबाट दिङरीबाट दैनिकबाट दोलनबाट दोलालघाट
622	8	जनगणनाका जनगणनाको जनगणनामा जनगणनाले जनजीवनको जनजीवनमा जलघनत्वको जातिगणनाको
623	8	परम्परा परस्पर परस्पुर पिताम्बर पीताम्बर पुरन्दर पुरस्कार पुरस्पार
624	8	दाग दाङ दिक् दिङ दिप दीप देख दोङ
625	8	मद्यपान मध्यकाल मध्यबाट मध्यभाग मध्येबाट मन्दीबाट मान्छेबाट मान्मबाट
626	8	प्रकृतिबाट प्रकृतिलाई प्रकृतीलाई प्रकृयालाई प्रक्रियागत प्रक्रियाबाट प्रक्रियालाई प्रस्तुतिलाई
627	8	छ छ? छि छे छो छौ छौँ ६
628	8	इटेका इडोको इनका इराक इलका इलकी इलाका इशाको
629	8	अफमा अफिम अरबी अरबौँ असम असमी असिम अहम
630	8	संगठनहरूका संरचनाहरूमा संसाधनहरूको संसाधनहरूमा संस्कृतिहरूको सङ्गठनहरूको सङ्गठनहरूले सङ्घर्षहरूले
631	8	हन्टर हम्सदा हाइटले हाम्सर हाल्नाले हेक्टर होल्टले होल्डर
632	8	फलदायक फलफुलको फलभोगको फुटबलका फुटबलको फुटबलमा फुटबलले फोलिकलको
633	8	क का काँ कि की के कै को
634	8	बच्नु बढ्नु बन्नु बस्नु बाँच्नु बाँध्नु बुझ्नु बोल्नु
635	8	प्रस्तरको प्रस्तावको प्रस्तावना प्रस्तावमा प्रस्तुतिको प्रस्तुतिमा प्रस्तुतीमा प्रस्थापना
636	8	आडम्बरी आनन्दका आनन्दको आनन्दले आफन्तको आरम्भको आरम्भमा आरम्भिक
637	8	उच्चतम उच्चहिम उज्जैनमा उद्यममा उद्योगका उद्योगको उद्योगमा ऊष्णतम
638	8	२०१०सम्म २०५२ २०५३ २०५४ २०५५ २०५६ २०६१ २०६३
639	8	ताजलाई तारालाई तिथिलाई तिनलाई तिमीलाई तुनालाई तेजराज तेजलाई
640	8	शक्तिशालि शक्तिशाली शक्तिसाली शाक्तिशाली शिक्षकका शिक्षकको शिक्षिकाको शिक्षिकाले
641	8	आँकको आँकडा आँखाका आँखाको आँखामा आँपका आँपको आँपमा
642	8	जर्नलमा जर्मनको जर्मनमा जर्मनीका जर्मनीको जर्मनीमा जर्मनीले जोर्डनको
643	8	अगस्टमा अगस्तमा अवस्थमा अवस्थाका अवस्थाको अवस्थामा अवस्थामै अवस्थाले
644	8	बहुजातीय बहुदलको बहुदलिय बहुदलीय बहुभाषिक बहुभुजको बहुमतका बहुमतमा
645	8	अर्काका अर्काकै अर्काको अर्कामा अर्काले अर्कैमा अर्छानी अर्थीमा
646	8	३२४ ३२५ ३२८ ३३२ ३३५ ३३८ ३४० ३५०
647	8	प्रतियोगिताहरूको प्रतियोगिताहरूमा प्रतियोगिताहरूले प्रतिवेदनहरुको प्रदर्शनकारीका प्रदर्शनहरूको प्रदर्शनहरूमा प्रदर्शनीहरूमा
648	8	शाहबाट शिरपोस शिरबाट शिवनाथ शिवबाट शेरचन शेरमान श्रृजन
649	8	आइओसबाट आकाशबाट आदेशबाट आधारबाट आधारभूत आवागमन आवाजबाट आहारबाट
650	7	लाई लिइ लिई लिए लिएँ लेइ लेऊ
651	7	जगाउनका जनाउँदछ जनाउँदछु जनाउनको जुराउँदछ जोगाउँदछ जोगाउनका
652	7	समद्वारा साथीद्वारा सुनद्वारा सेतुद्वारा सेनाद्वारा सेलद्वारा सोनीद्वारा
653	7	सप्तमीदेखि समाप्तिदेखि समाप्तिपछि समाप्तिसँगै समाप्तीपछि सम्मतिदेखि सम्हतिदेखि
654	7	महायुद्धको महालिङ्गका महासङ्घको महासन्धिका महासन्धिको महासन्धिमा महासन्धिले
655	7	पकाउन पचाउन पठाइन् पठाउन पढाउन पराउन पलाइन
656	7	कृयाकलापमा कृयाकलापले क्रियाकलपमा क्रियाकलापका क्रियाकलापको क्रियाकलापमा क्रियाकलापले
657	7	कमभन्दा कमिसन्ड कामभन्दा कालीबंगा कालोबंगा कालोभन्दा कोरभन्दा
658	7	बृगेड बृहत बृहत् ब्रिगेड ब्रिटिश ब्रिटिस ब्रिटेन
659	7	प्रकृयाका प्रकृयाको प्रकृयामा प्रक्रियाका प्रक्रियाको प्रक्रियामा प्रक्रियाले
660	7	भय भयो भयौ भयौँ भाव भावि भावी
661	7	यानहरूका यिनिहरूको यिनिहरूले यिनीहरूका यिनीहरूको यिनीहरूमा यिनीहरूले
662	7	उठेपछि उनीदेखि उनीपछि उनीमाथि उनेपछि उसपछि उसमाथि
663	7	बक्सेपछि बक्सेसको बताएपछि बनाएपछि बन्दापछि बसाइपछि बोलाएपछि
664	7	भइछिन् भएछन् भएनन् भन्छन् भन्छिन् भन्थिस् भन्नुस्
665	7	१००बाट १०४ १०५ ११२ १२२ १२३ १६०
666	7	विराटनगरका विराटनगरको विराटनगरमा विशालनगरको विशालनगरमा विशालबजारको विशेषाधिकारको
667	7	खसहरूको खेतीहरूको खेलहरूका खेलहरूको खेलहरूले खोजहरूको खोलाहरूको
668	7	इन्कार इन्जरी इन्टर इन्डिया इन्दिरा इन्दौर इस्टर
669	7	पाइँदैन पाइदैन पाउँदुर पाउँदैन पाउडर पाउतिर पिउँटर
670	7	शब्दहरूका शब्दहरूको शब्दहरूमा शब्दहरूले शब्दावलीको शिष्यहरूमा शिष्यहरूले
671	7	पाइड पाइन पाईप पाउन पाउल पिउठ पिउन
672	7	पकाई पठाई पठाए पढाइ पढाई पढाए पलाई
673	7	भनिन्छ भरिन्छ भाँचिन्छ भुटिन्छ भेटिन्छ भेटिन्छे भोटिङ्ग
674	7	२००२ २००३ २००७ २००९ २०१० २०२० २०३०
675	7	मजदुरहरूको मतदाताहरूका मतदाताहरूको मतभेदहरूका महायानीहरूको महायानीहरूले मेहराबहरूको
676	7	पाइरहने पाइरहेका पाइरहेको पाइलटका पाइलटको पाइसकेका पाइसकेको
677	7	पङ्खामा पङ्गेनी पञ्चम पञ्चमी पञ्चासे पञ्जाबी पन्जाबी
678	7	बक्सलाई बच्चालाई बच्नलाई बज्रलाई बाख्रालाई बिष्टलाई बोक्नलाई
679	7	उत्सवहरूको उत्सवहरूले उपमाहरूका उपमाहरूको उपायहरूको उपायहरूमा उभारहरूको
680	7	रिजोर्टमा रिपोर्टका रिपोर्टको रिपोर्टर रिसोर्टमा रेकर्डका रेकर्डको
681	7	जंजीरमा जङ्गलका जङ्गलको जङ्गलमा जङ्गलले जन्दौलको जुइकरले
682	7	श्राद्धमा श्रेष्ठका श्रेष्ठको श्रेष्ठजी श्रेष्ठता श्रेष्ठमा श्रेष्ठले
683	7	दुवाकोटको दुवागढीको दुवैजनाका देवकुमारी देवकोटाका देवकोटाले देवगणले
684	7	बचाउँछन् बजाउँछन् बताउँछन् बनाउँछन् बिताउँछन् बिसाउँछन् बुझाउँछन्
685	7	बन्दछन् बस्टियन बस्तछन् बस्दछन बाँच्नेछन् बाँध्दछन् बोल्दछन्
686	7	बनाइरहनु बनाइरहेको बनाइराखेको बनाइसकेको बनाईसकेको बिताइरहेकी बिताइरहेको
687	7	नदिएकाले नदिएकोले नपाएकाले नपाएकोमा नपाएकोले नभएकाले नभएकोले
688	7	ध्यानको ध्यानमा ध्वजाको ध्वनिका ध्वनिको ध्वनिमा ध्वनीको
689	7	विकिरणलाई विचलनलाई विधेयकलाई विभाजनलाई विवरणबाट विवरणलाई विविधतालाई
690	7	पलहरुलाई पाटाहरूलाई पाठेघरसँग पातहरूलाई पातहरूसँग पापीहरूलाई पोथीहरूलाई
